	log2FoldChange	pvalue
MYCTH_73708	-0.223508906	0.343398739
MYCTH_2299199	-0.266919234	0.061211851
MYCTH_89563	-0.371106338	0.045754631
MYCTH_2299204	0.615263972	0.009926305
MYCTH_2299207	-0.572271129	0.000285967
MYCTH_2132763	0.167566507	0.475035718
MYCTH_2299213	0.075205577	0.591657695
MYCTH_2299217	-0.324783014	0.069823792
MYCTH_2299218	0.583948958	1.27015E-06
MYCTH_2299220	0.527285907	0.007246548
MYCTH_2299223	-0.005577137	0.974263943
MYCTH_73682	-0.506100518	0.011245117
MYCTH_2132770	-0.478881927	0.161209069
MYCTH_73679	-0.201290937	0.148688859
MYCTH_2314244	-0.853007118	0.03223238
MYCTH_2299238	0.540046425	0.009918424
MYCTH_2033977	1.180950052	5.92234E-09
MYCTH_2074077	-0.593842083	0.001943918
MYCTH_59591	0.024540398	0.882903932
MYCTH_2299252	0.236322837	0.233505441
MYCTH_2299254	-0.605554367	0.046496434
MYCTH_59585	0.02019393	0.909251835
MYCTH_2299259	-0.472726312	0.001284987
MYCTH_2299262	-0.221016373	0.167105852
MYCTH_2299267	-0.711138035	0.17739863
MYCTH_2299268	-0.091405363	0.514843895
MYCTH_2299273	1.078021553	4.61935E-05
MYCTH_2299276	-0.211164372	0.223719547
MYCTH_2299277	0.378741759	0.204026714
MYCTH_2299279	-1.139678602	0.001187005
MYCTH_2314252	-0.186030761	0.686826423
MYCTH_2086714	-0.587419355	0.018540775
MYCTH_2299284	0.587952929	0.076652867
MYCTH_2299286	0.161554493	0.327727462
MYCTH_2299288	-0.009440413	0.947505829
MYCTH_38365	-0.323533234	0.342029873
MYCTH_89534	-0.123098175	0.701050934
MYCTH_2299291	-0.402237151	0.002719448
MYCTH_2299295	1.212656434	3.73494E-05
MYCTH_2299297	-0.499057904	0.002972337
MYCTH_2299299	-0.035275327	0.873003863
MYCTH_2299301	-0.388181005	0.163256201
MYCTH_2299302	0.662666392	0.014551182
MYCTH_2086729	0.001066274	0.996302615
MYCTH_2299306	0.163947309	0.286161939
MYCTH_2299308	-0.612093359	2.48209E-05
MYCTH_2299309	0.81492231	0.013488334
MYCTH_2086739	1.063143748	7.95398E-17
MYCTH_2299314	1.02732541	0.012128046
MYCTH_2299316	0.116438164	0.712791801
MYCTH_2314258	-0.68885531	0.006886338
MYCTH_2299319	0.177335706	0.517491369
MYCTH_2055575	-1.602905178	0.000125727
MYCTH_2299321	-1.392373822	0.072517613
MYCTH_2124399	-1.076043786	0.190238648
MYCTH_2299322	-0.562728506	0.051092329
MYCTH_73602	1.264067151	0.013926139
MYCTH_73601	-0.590959528	0.047249795
MYCTH_2053677	0.044299524	0.901090069
MYCTH_2299329	0.405390876	0.019285017
MYCTH_2299331	0.054661902	0.778227522
MYCTH_2074154	0.244212459	0.179138061
MYCTH_2086765	0.742239319	8.76828E-06
MYCTH_2299335	0.112116313	0.578252071
MYCTH_89510	-2.0789633	0.125606689
MYCTH_2299337	-1.363330973	0.055877756
MYCTH_2299338	-0.056599703	0.7931118
MYCTH_2299339	0.163438395	0.250910787
MYCTH_2086777	0.549973078	0.001435517
MYCTH_2299343	-0.458217753	0.002629981
MYCTH_t28	4.564759003	0.108625416
MYCTH_2116212	0.080452398	0.834415285
MYCTH_2124418	0.099542144	0.948830543
MYCTH_2299349	0.151695966	0.278612094
MYCTH_2299350	-0.58430742	0.221868688
MYCTH_39559	-0.846203072	0.057442512
MYCTH_2299355	-0.212134471	0.611279533
MYCTH_2074176	-0.349344565	0.011837062
MYCTH_2299360	-0.362845143	0.006640732
MYCTH_2299362	1.717925859	0.580512297
MYCTH_112924	0.785579952	0.001293883
MYCTH_2299367	-0.440825834	0.018824258
MYCTH_2299369	0.03328241	0.898438122
MYCTH_2299371	-0.085825127	0.780746357
MYCTH_2299373	1.521774765	1.70419E-09
MYCTH_104827	1.06088922	7.24947E-06
MYCTH_2299379	0.460453565	0.273046132
MYCTH_2299383	0.735772614	0.001703894
MYCTH_2108128	0.974620196	0.003767433
MYCTH_2299386	1.448350941	2.73449E-10
MYCTH_2299388	-0.163868621	0.316291483
MYCTH_2299397	0.712897069	0.00048651
MYCTH_t18	0	1
MYCTH_2299402	-0.560984246	0.00036281
MYCTH_112916	0.537867283	0.01787885
MYCTH_2299407	-0.414398394	0.07062587
MYCTH_2314274	-0.636001722	0.017320457
MYCTH_2299412	-0.242818011	0.338022479
MYCTH_2124443	-1.151267635	0.000785042
MYCTH_2132825	0.264475668	0.220135617
MYCTH_2299416	-0.249259143	0.242595897
MYCTH_2074210	0.873533795	1.58618E-06
MYCTH_2052991	-0.494869751	0.35838772
MYCTH_2299427	-1.030982112	0.0039255
MYCTH_2299428	-0.198118246	0.185963376
MYCTH_39101	-0.13437289	0.32354796
MYCTH_59445	-0.26543009	0.067806962
MYCTH_2137771	0.266307231	0.291356187
MYCTH_37848	-0.84611639	0.009885538
MYCTH_2299438	-0.610507924	0.016328555
MYCTH_2299442	0.733965496	0.00084882
MYCTH_2299445	0.959767545	7.72491E-07
MYCTH_2051392	-0.981067068	0.000156148
MYCTH_2108150	0.659667726	0.160608476
MYCTH_2299448	1.425448269	1.93643E-11
MYCTH_2299450	-0.609629772	7.96318E-05
MYCTH_112905	-0.202649946	0.241541935
MYCTH_2299456	-0.794575638	0.012733537
MYCTH_2299460	0.199633961	0.236017851
MYCTH_2299462	0.435197846	0.054036285
MYCTH_2299464	-0.926256425	8.72453E-14
MYCTH_2299469	-0.688690876	0.266287068
MYCTH_2299470	-0.180446406	0.47640712
MYCTH_2299473	-0.201856145	0.436948729
MYCTH_2116256	-0.804889292	1.80899E-05
MYCTH_2299478	0.087385273	0.770922598
MYCTH_2299479	-0.658264234	0.355432137
MYCTH_2299483	0.374813582	0.269922897
MYCTH_2299489	0.5398944	0.00636531
MYCTH_97480	0.097449293	0.819918679
MYCTH_104802	1.041084541	2.72464E-05
MYCTH_2124479	0.188638298	0.406088748
MYCTH_2108166	0.413375617	0.707979948
MYCTH_t27	3.021934434	0.730807378
MYCTH_2299494	0.616779633	0.002125503
MYCTH_2124482	0	1
MYCTH_2299495	0.926339386	0.003651485
MYCTH_36908	0.828168038	0.268049094
MYCTH_2299497	-0.10104993	0.63129581
MYCTH_109566	3.381894236	6.36062E-51
MYCTH_2052169	0.998398775	0.910586518
MYCTH_73480	-0.763348168	0.002258082
MYCTH_2299507	-1.236419587	0.060733739
MYCTH_2142599	0.785810704	5.52283E-05
MYCTH_2299512	0.588760184	0.003163621
MYCTH_t26	#N/A	#N/A
MYCTH_2124493	0.090664179	0.957838746
MYCTH_2108176	-0.231328001	0.81793011
MYCTH_59388	-0.166903636	0.413109394
MYCTH_2299516	-1.540516479	0.000341318
MYCTH_2299518	0.350451441	0.063430161
MYCTH_2052762	#N/A	#N/A
MYCTH_2053143	#N/A	#N/A
MYCTH_97470	-0.123443009	0.568926984
MYCTH_2299520	0.177829912	0.334665819
MYCTH_2124505	-3.716048575	0.673646083
MYCTH_2299521	-0.442265307	0.002566509
MYCTH_112889	-0.802732986	0.000322778
MYCTH_73461	-0.203395129	0.37469251
MYCTH_2314296	-1.832050747	2.59525E-06
MYCTH_2299528	-2.405205889	0.015841826
MYCTH_2299531	0.152950342	0.531358027
MYCTH_2299532	-0.00795339	0.973098692
MYCTH_2049292	-0.18182175	0.372430513
MYCTH_2299535	-0.649042399	0.011443232
MYCTH_89426	0.459910077	0.007618347
MYCTH_2299541	-0.509637586	0.335438604
MYCTH_2299543	0.262969859	0.446120455
MYCTH_38472	-0.071399297	0.778373973
MYCTH_2299548	-1.200746799	5.47454E-06
MYCTH_2299551	-0.583461264	0.002419576
MYCTH_2299552	-0.66384747	0.030387973
MYCTH_2299553	0.609502852	0.000399044
MYCTH_2299554	-0.570418226	0.009856171
MYCTH_2299555	-1.100656265	0.000575065
MYCTH_2299559	0.346345634	0.073755586
MYCTH_2299561	-0.869358928	0.170160942
MYCTH_2299563	-0.851664667	3.65809E-06
MYCTH_2299564	-1.86548345	0.115422207
MYCTH_2137812	-0.552592878	0.005729374
MYCTH_t25	2.856024614	0.031231545
MYCTH_2299569	0.137489047	0.502098028
MYCTH_97448	0.358235928	0.533646847
MYCTH_t24	1.47476271	0.480842687
MYCTH_2124533	0.339794538	0.280479411
MYCTH_2108207	-0.843963965	0.266966473
MYCTH_2299571	-0.710486345	0.001390617
MYCTH_t19	-1.85428641	0.825790831
MYCTH_2299573	-0.00612812	0.968680233
MYCTH_2086920	-0.553906924	0.129154218
MYCTH_t23	-0.476387478	0.776215427
MYCTH_2124537	-1.359456621	0.285765417
MYCTH_2299575	-0.095016856	0.673793715
MYCTH_2299578	0.610456575	5.80859E-05
MYCTH_2116312	0.388032694	0.118097559
MYCTH_2299582	-0.174088579	0.287578716
MYCTH_2299583	-0.309799545	0.043926832
MYCTH_2299585	0.680657475	9.94658E-05
MYCTH_2074326	-0.104272174	0.347239491
MYCTH_2299590	0.314233761	0.122768401
MYCTH_2116318	-0.051122598	0.769771606
MYCTH_2299597	-0.085116922	0.658039734
MYCTH_2314307	-0.504338842	0.201578477
MYCTH_2299604	-1.923479016	0.00329851
MYCTH_2299605	-5.604601039	2.8067E-07
MYCTH_2299606	-0.996706643	0.017367206
MYCTH_2299608	1.010101536	0.000319134
MYCTH_2299610	0.410614937	0.345855119
MYCTH_2299613	0.261294691	0.180990147
MYCTH_2054500	-0.438080172	0.06927266
MYCTH_59302	0.332205635	0.124736831
MYCTH_2299619	0.036884343	0.840083773
MYCTH_2299621	0.121167134	0.425251942
MYCTH_2086957	0.281801002	0.062456301
MYCTH_97424	0.445685437	0.054135984
MYCTH_2299626	-0.377540663	0.177080197
MYCTH_109542	1.170448526	0.003650878
MYCTH_59287	-0.271227016	0.185995892
MYCTH_2299636	0.391537589	0.195457477
MYCTH_2137832	0.612124484	0.000265193
MYCTH_2299639	0.241442095	0.378868941
MYCTH_t20	2.023477057	0.040501094
MYCTH_2045737	1.41851135	0.066887306
MYCTH_2299642	0.674814934	0.00085553
MYCTH_2299645	0.614680319	7.94653E-07
MYCTH_2299648	-1.010928925	0.003039586
MYCTH_2314321	0.195486305	0.253872837
MYCTH_112850	0.256013523	0.143097896
MYCTH_2299655	-0.282803803	0.176324847
MYCTH_2299657	-0.182288221	0.317834992
MYCTH_109533	-0.144217158	0.345464256
MYCTH_2299664	-0.018475841	0.915301653
MYCTH_109530	0.365425581	0.091440904
MYCTH_2314329	1.082405191	1.27811E-05
MYCTH_2051168	0.444628082	0.415533359
MYCTH_97404	-0.297756123	0.65587188
MYCTH_2299676	0.430071978	0.007522525
MYCTH_2299680	0.651320588	0.004128914
MYCTH_2299683	-0.100024222	0.731128625
MYCTH_2299686	0.500089081	0.007980373
MYCTH_2299692	-0.711155921	0.010625418
MYCTH_2299695	-0.187905319	0.312709168
MYCTH_2049580	-0.449552981	0.057613403
MYCTH_2299698	-0.299727941	0.132905588
MYCTH_2087011	0.464390174	0.016876291
MYCTH_2052657	2.619417754	6.19934E-08
MYCTH_2074408	1.024937782	3.66488E-08
MYCTH_2314338	-0.398615402	0.038157818
MYCTH_73315	0.093873539	0.569795093
MYCTH_2314342	-0.260745067	0.095236149
MYCTH_t21	0	1
MYCTH_40111	0.962446473	0.000986231
MYCTH_2299715	-0.449330051	0.005939838
MYCTH_2299718	0.462123719	0.002239973
MYCTH_2299719	-0.729365617	0.000151966
MYCTH_2299721	1.081252598	0.006815403
MYCTH_2299723	1.032663462	5.25774E-09
MYCTH_2052313	#N/A	#N/A
MYCTH_2124607	0	1
MYCTH_2049971	#N/A	#N/A
MYCTH_112826	0.681277804	0.071233184
MYCTH_85902	1.444734916	2.41349E-08
MYCTH_112824	-0.532325464	0.001670885
MYCTH_2299731	-0.140728598	0.806986592
MYCTH_97378	-0.866323211	0.293034606
MYCTH_2299733	-0.786256454	7.69494E-05
MYCTH_2050467	3.250236231	2.93333E-15
MYCTH_2050561	#N/A	#N/A
MYCTH_109510	0.178405903	0.718130216
MYCTH_2054970	#N/A	#N/A
MYCTH_2299735	-0.552938262	0.320342009
MYCTH_2054820	-0.843465489	0.365789284
MYCTH_2299736	-1.155055471	4.69824E-05
MYCTH_89343	-1.555142574	0.000590951
MYCTH_2116377	-0.097215477	0.946484806
MYCTH_36441	0.259366369	0.925235916
MYCTH_2299739	-0.042816083	0.901791656
MYCTH_2116379	-0.301436118	0.303191957
MYCTH_2299742	0.121072766	0.488179216
MYCTH_2299743	-0.366919827	0.022580666
MYCTH_2299745	0.780863004	0.000503797
MYCTH_2299749	1.638627868	5.01377E-10
MYCTH_2299753	1.04161328	1.68081E-05
MYCTH_2299757	0.686450372	0.000120287
MYCTH_97365	0.108160033	0.576786635
MYCTH_39133	2.661507561	9.46533E-37
MYCTH_112815	4.395190692	1.50879E-75
MYCTH_104726	5.792014023	1.06001E-66
MYCTH_2053430	0.02037859	0.955335457
MYCTH_2108297	-0.892418126	0.449889127
MYCTH_2116402	1.024263022	0.17537897
MYCTH_73270	1.499370703	1.16446E-07
MYCTH_89324	0.011858283	0.974903303
MYCTH_2299772	0.316992991	0.235600385
MYCTH_2299773	-1.103682874	3.14481E-05
MYCTH_2299779	0.901156366	4.29643E-06
MYCTH_2299780	0.650634366	0.025897033
MYCTH_89319	0.171219802	0.7321905
MYCTH_2124653	0.511615524	0.565063253
MYCTH_2299783	0.832402099	0.01087602
MYCTH_2051955	-1.007239455	0.514135682
MYCTH_2052727	0.496048696	0.774310714
MYCTH_2116408	-1.077858984	0.342245638
MYCTH_40734	1.760783408	1.6814E-16
MYCTH_112805	2.749606915	1.28585E-18
MYCTH_104717	1.476574535	0.016550605
MYCTH_59137	0.175900572	0.444139373
MYCTH_112802	0.760387778	0.081560426
MYCTH_109499	0.476077514	0.158389603
MYCTH_2299794	0.888740684	9.32402E-05
MYCTH_t22	-1.5151433	0.11669049
MYCTH_97342	-1.776830273	0.051740115
MYCTH_2087100	0.792553479	1.06805E-07
MYCTH_2299804	0.519963485	0.040432631
MYCTH_2299806	-0.49660205	0.009913171
MYCTH_73236	-0.164191573	0.508766496
MYCTH_2299819	1.626263551	1.65694E-19
MYCTH_2299820	-0.735550622	0.158993978
MYCTH_2137894	-1.37161088	1.6451E-10
MYCTH_2299830	-0.165533161	0.366761219
MYCTH_2124673	-2.86532427	0.164657889
MYCTH_59106	1.439743046	0.036035296
MYCTH_2299837	0.372133155	0.116374863
MYCTH_2299838	0.359706202	0.18974775
MYCTH_2299840	0.923439598	0.003972108
MYCTH_2299841	0.900884243	0.009258072
MYCTH_2052590	2.090360157	0.000121513
MYCTH_2299842	1.845994533	0.020144275
MYCTH_2299843	2.829197601	6.04899E-20
MYCTH_2299844	2.163440977	3.61373E-07
MYCTH_2299846	3.261131341	3.09416E-26
MYCTH_2299849	-1.010567194	0.005110125
MYCTH_2299851	-0.611986961	0.050161984
MYCTH_2299852	1.20279428	0.00358664
MYCTH_2299854	-1.114062548	0.074299861
MYCTH_2299856	0.549298879	0.353707284
MYCTH_2116433	1.91354345	0.079625274
MYCTH_2029285	0.496113751	0.408404075
MYCTH_38796	1.850330624	2.71332E-15
MYCTH_2124691	-0.364367251	0.67101454
MYCTH_2116436	0.3198978	0.717591616
MYCTH_2142698	-0.726638105	0.00121817
MYCTH_2124694	-0.182822026	0.52683525
MYCTH_2299868	0.373190926	0.247676507
MYCTH_2051009	0.253891511	0.191769458
MYCTH_89278	1.181444369	0.31156169
MYCTH_2314369	-1.019308262	0.028407798
MYCTH_2124700	0	1
MYCTH_59085	0.909802086	0.001511532
MYCTH_2314370	0.181144905	0.581769223
MYCTH_2299876	0.146619955	0.34327433
MYCTH_2299879	1.320384379	6.47288E-06
MYCTH_2299883	0.725773866	0.004519496
MYCTH_37570	-2.361478186	6.64577E-06
MYCTH_2299886	0.918822371	0.001492639
MYCTH_2299887	0.685829473	8.37659E-05
MYCTH_2299888	0.445911757	0.126811884
MYCTH_2299891	0.340924412	0.144172857
MYCTH_2314374	-0.625945317	0.154665049
MYCTH_97310	1.892578811	1.99607E-15
MYCTH_2124711	-0.443271022	0.951316451
MYCTH_73194	1.012313602	3.40364E-05
MYCTH_2299900	1.098760331	0.186234527
MYCTH_2087157	-1.050856033	0.000299995
MYCTH_2299903	-0.327704501	0.355951871
MYCTH_2299904	-0.276530038	0.151454575
MYCTH_2299907	0.056372477	0.742753848
MYCTH_2299910	1.865545611	2.24809E-10
MYCTH_2299911	0.780358394	0.004185243
MYCTH_2299913	0.263341927	0.256974749
MYCTH_2299915	2.275644122	2.16885E-08
MYCTH_2116457	2.120245225	1.18969E-11
MYCTH_2116458	3.356395263	5.57315E-09
MYCTH_73182	0.020362051	0.924874188
MYCTH_2299921	0.308062118	0.472454277
MYCTH_2299922	-0.153946684	0.670003647
MYCTH_2299923	-0.234582856	0.62983641
MYCTH_89251	-1.605097932	0.321803097
MYCTH_38236	0	1
MYCTH_2053587	0.994430404	0.107196966
MYCTH_46877	0	1
MYCTH_95605	0	1
MYCTH_2058544	-0.083499235	0.946605687
MYCTH_2108373	0	1
MYCTH_2299964	-0.981478324	0.363809873
MYCTH_2299965	-0.422724323	0.009686868
MYCTH_2299968	0.759213212	1.08329E-09
MYCTH_2299969	0.248092049	0.176059976
MYCTH_2058820	-0.245850968	0.632950345
MYCTH_2124737	-4.404502159	0.004033696
MYCTH_66729	2.057146027	1.57173E-23
MYCTH_2058711	0.026455757	0.97250904
MYCTH_2299975	-0.506673424	0.299560409
MYCTH_2299976	0.788462151	0.000871751
MYCTH_2124742	-2.407880447	0.045593486
MYCTH_2124743	-1.403718213	0.565772224
MYCTH_80081	0.601803258	0.001452791
MYCTH_2299979	-1.476065832	0.002477091
MYCTH_2299980	0.235067079	0.337590408
MYCTH_2132970	0.476437894	0.003407088
MYCTH_2299985	-0.135116796	0.698794681
MYCTH_2057317	-0.872120137	0.010107415
MYCTH_2124750	-0.591922019	0.749372465
MYCTH_2299988	-0.40928803	0.00544862
MYCTH_2299991	1.380944217	6.47676E-07
MYCTH_t54	0.50494906	0.746557135
MYCTH_2299996	2.301360174	6.97539E-49
MYCTH_2299997	-0.008307727	0.978627318
MYCTH_2299998	0.828930666	0.075056352
MYCTH_2089588	-0.709729385	3.06945E-05
MYCTH_2300003	-0.158405674	0.394165568
MYCTH_2300006	0.098560653	0.669638271
MYCTH_2300008	-1.978360307	0.047915593
MYCTH_2300010	-1.090701307	3.99786E-08
MYCTH_2300011	0.114936632	0.679734322
MYCTH_2300012	-0.516153282	0.081536927
MYCTH_2076976	1.255474129	2.0432E-08
MYCTH_2300024	1.169707039	7.17221E-09
MYCTH_111314	3.990181413	5.55067E-55
MYCTH_2089610	-0.200066593	0.339267112
MYCTH_2300032	1.330812343	1.94396E-06
MYCTH_2108406	-0.379578684	0.780423478
MYCTH_2300033	0.41878465	0.064476643
MYCTH_2300045	-0.258226712	0.41848729
MYCTH_2300046	0.265604288	0.644333326
MYCTH_2300047	2.307440532	5.20842E-18
MYCTH_2300049	-1.35701978	1.07579E-10
MYCTH_2300050	-0.099909797	0.83424412
MYCTH_2300052	0.617756866	0.00324783
MYCTH_2300054	-0.096813095	0.494479534
MYCTH_2300056	0.31286321	0.188454895
MYCTH_2300057	0.194519369	0.201238973
MYCTH_2300059	0.082058558	0.644197622
MYCTH_2108417	-0.403320861	0.49357513
MYCTH_2059134	0.45704034	0.059778785
MYCTH_2059724	#N/A	#N/A
MYCTH_2057467	2.875417423	2.76631E-15
MYCTH_2300064	0.483435106	7.29687E-05
MYCTH_2300067	0.982177751	0.000960595
MYCTH_2300069	1.256812755	2.66721E-05
MYCTH_2300071	-0.630038339	0.098806798
MYCTH_2300073	-0.709999189	0.143301769
MYCTH_2058462	-2.43808901	1.67497E-05
MYCTH_2300079	2.438919134	6.41117E-30
MYCTH_2300082	0.917973115	1.54007E-06
MYCTH_101172	0.693320146	0.14799374
MYCTH_2300087	-3.327626862	0.001675598
MYCTH_2300091	-0.164496649	0.598998092
MYCTH_2300093	-0.457917512	0.314887439
MYCTH_2300094	0.344781847	0.721783027
MYCTH_2300099	-1.951502238	0.00070953
MYCTH_107255	-0.053252288	0.757026945
MYCTH_2300101	0.619431572	0.012521288
MYCTH_2300105	0.533250676	0.022310681
MYCTH_2116523	0.572298824	0.007318469
MYCTH_80023	0.641951735	0.007325283
MYCTH_2300111	0.4507149	0.290810786
MYCTH_2300113	0.753602566	1.37001E-05
MYCTH_2300115	-0.223270135	0.216175333
MYCTH_2300116	0.053728128	0.773231264
MYCTH_2300117	0.387503009	0.05382278
MYCTH_2300119	-0.170645659	0.496675353
MYCTH_2300120	-0.05886199	0.768169084
MYCTH_2300121	-0.419027764	0.071334082
MYCTH_2300124	-0.160390983	0.508489464
MYCTH_2300125	1.014705684	2.39132E-05
MYCTH_2077028	0.333793806	0.022352443
MYCTH_2314411	-0.658253445	0.003312143
MYCTH_2124828	0.498458842	0.05415702
MYCTH_2314413	-0.3594038	0.090955302
MYCTH_2300136	0.188203884	0.500969232
MYCTH_2300138	0.00609207	0.978795035
MYCTH_2300139	0.385409115	0.304189818
MYCTH_2300142	-0.493389182	0.184272714
MYCTH_2057284	-0.632987656	0.000967788
MYCTH_2300145	-0.184966052	0.281642306
MYCTH_2133010	0.767108895	3.51683E-11
MYCTH_2300154	0.240515736	0.30352406
MYCTH_2300156	0.341591606	0.166874325
MYCTH_2300157	0.621080404	0.003403596
MYCTH_2300159	-0.2281568	0.245395554
MYCTH_2300162	0.104199483	0.569821963
MYCTH_2059558	-1.893824309	0.12367401
MYCTH_2300166	-0.934518972	0.474584616
MYCTH_2300167	-0.44972768	0.567005549
MYCTH_2300170	-0.346905761	0.270735316
MYCTH_93342	0	1
MYCTH_2300172	-0.575517442	0.038703463
MYCTH_2300173	-0.379387723	0.174331843
MYCTH_2300175	0.787330736	4.23933E-05
MYCTH_2300176	-0.034906653	0.825057957
MYCTH_2300177	0.206620117	0.786627759
MYCTH_2300179	0.940183776	0.000101682
MYCTH_2300181	0.477288875	0.144309288
MYCTH_2300182	-0.217261327	0.312654232
MYCTH_2300183	-0.391973479	0.044216304
MYCTH_2089701	-0.529199433	0.128597981
MYCTH_2300185	-0.080867999	0.778527154
MYCTH_2300189	0.123522515	0.362961252
MYCTH_2124857	2.363270588	0.051530578
MYCTH_93330	-0.183679294	0.586737516
MYCTH_2116566	-0.328125931	0.295296393
MYCTH_2300192	0.123796506	0.435254073
MYCTH_2058204	0.290125235	0.096361082
MYCTH_2314426	-0.476842286	0.02537711
MYCTH_2300199	-0.401600049	0.020229951
MYCTH_2300201	0.21099316	0.516923072
MYCTH_2300213	0.48632064	0.014848926
MYCTH_2300215	-0.41572391	0.128349137
MYCTH_2300216	0.125290489	0.703170364
MYCTH_2300219	1.489527694	0.038041863
MYCTH_2300220	-0.226053931	0.798589396
MYCTH_2300221	-0.261800296	0.112905883
MYCTH_2300225	0.036509686	0.864104978
MYCTH_2300227	0.15150844	0.374743666
MYCTH_2089733	0.704913909	0.012132454
MYCTH_2300230	0.932227569	0.001365184
MYCTH_2077114	0.760946567	0.029566285
MYCTH_101107	0.43304968	0.167460961
MYCTH_2108494	0.821602254	0.341089414
MYCTH_2300236	1.003909509	0.000149356
MYCTH_101105	0.800813995	0.000364133
MYCTH_93313	-0.268117135	0.079106993
MYCTH_2124880	0.493407539	0.473313551
MYCTH_2022424	-0.313690728	0.328314748
MYCTH_2300248	0.625907612	5.71877E-05
MYCTH_2300252	1.067237593	1.66253E-10
MYCTH_2300258	-0.324202339	0.112920091
MYCTH_2059010	-0.469961909	0.007928457
MYCTH_2116588	-0.320268473	0.228029046
MYCTH_2314437	0.157501676	0.213425842
MYCTH_2300262	0.637016542	0.004197672
MYCTH_2300265	0.253275662	0.220805861
MYCTH_79897	0.274477643	0.137338187
MYCTH_2300271	0.059369241	0.770693722
MYCTH_2142789	-1.57354812	5.877E-14
MYCTH_2124896	-1.942001535	0.092583825
MYCTH_2300272	-1.742450437	9.1976E-16
MYCTH_2300274	-0.279790192	0.325913244
MYCTH_79885	-0.236656661	0.22369509
MYCTH_2300282	-0.179038868	0.382743213
MYCTH_2124903	-0.617417244	0.37100878
MYCTH_2300285	0.040752922	0.795477554
MYCTH_2300287	-1.002519677	0.006503159
MYCTH_2300289	-0.130366397	0.595300191
MYCTH_2133056	0.277579521	0.069497277
MYCTH_2133058	0.541213693	0.165395466
MYCTH_2300294	2.428389051	5.64684E-15
MYCTH_2300296	-0.206171455	0.525031926
MYCTH_2300298	1.330358142	0.012600233
MYCTH_2300299	-0.314960437	0.097146646
MYCTH_2108524	-1.427170526	0.013404927
MYCTH_48238	-0.647691167	0.000299814
MYCTH_2300304	-0.880242635	1.4655E-07
MYCTH_2300308	0.506639068	0.006977874
MYCTH_2300311	0.73573827	0.00960542
MYCTH_2300312	1.16815537	1.113E-06
MYCTH_2300313	-0.487230185	0.045691579
MYCTH_2089819	0.058146753	0.795153086
MYCTH_2314451	-0.053637313	0.828023924
MYCTH_2300317	-0.523890071	0.001930318
MYCTH_t77	-0.882232293	0.33824539
MYCTH_107186	-0.300873822	0.192318466
MYCTH_2048966	-1.854515069	0.001336792
MYCTH_2089827	-0.176315907	0.294971436
MYCTH_2300328	-1.01877462	0.001537374
MYCTH_2300329	-0.374460943	0.418166064
MYCTH_2300330	-0.404915491	0.366691691
MYCTH_93272	0.279137849	0.566514712
MYCTH_2300332	0.601686887	0.01299011
MYCTH_2032045	-0.934211366	0.101101099
MYCTH_2300334	0.800234706	0.04239247
MYCTH_2300336	-0.158146126	0.48971108
MYCTH_2300339	-0.345893389	0.073765653
MYCTH_2124936	-4.388820057	0.144117438
MYCTH_2124937	0.188929301	0.982863247
MYCTH_66448	0.824875429	0.0005979
MYCTH_66442	2.37413322	0.115835269
MYCTH_2043746	2.06731264	0.616700232
MYCTH_2300343	0.140244625	0.831424407
