	log2FoldChange	pvalue
MYCTH_2305186	0.996235921	3.85679E-09
MYCTH_2305189	0.128793263	0.450254161
MYCTH_2305190	0.141592069	0.269685531
MYCTH_2127135	-0.020128105	0.923115867
MYCTH_2305193	-0.40834736	0.019800321
MYCTH_111405	-0.051125732	0.760976762
MYCTH_2305195	0.460858555	0.099952573
MYCTH_2127139	-0.323412347	0.312042286
MYCTH_2062826	-0.411280955	0.067910772
MYCTH_2305200	-0.267179403	0.122496742
MYCTH_2305202	0.507502761	0.023370692
MYCTH_2305205	-0.063496441	0.69195618
MYCTH_2093040	0.746599019	0.001597243
MYCTH_2305210	0.448785581	0.016894791
MYCTH_2305213	-0.922702596	0.00035246
MYCTH_2127147	0.155765667	0.745210114
MYCTH_67060	-0.2339736	0.128212004
MYCTH_2305218	0.206689394	0.296308503
MYCTH_2118584	0.964858093	0.326143331
MYCTH_2305224	-0.588270777	0.00017201
MYCTH_2305231	-0.08853117	0.672807134
MYCTH_67051	0.237689182	0.104112376
MYCTH_101411	0.143221314	0.213393349
MYCTH_2305251	-0.131061588	0.415083521
MYCTH_2305258	0.006911762	0.971446449
MYCTH_2305259	0.093778186	0.6836456
MYCTH_2139278	-0.370429026	0.536220104
MYCTH_101406	-0.604858228	0.032755538
MYCTH_2305262	-0.134975731	0.569882293
MYCTH_2305264	0.506662791	0.023849041
MYCTH_2305265	-0.370784681	0.101260968
MYCTH_2305269	-0.244960602	0.345479733
MYCTH_2093073	-0.316360673	0.106614801
MYCTH_t85	1.479448891	0.867836868
MYCTH_111388	3.625264756	7.36185E-60
MYCTH_101399	-0.33547039	0.271615089
MYCTH_2305285	0.330082656	0.34885242
MYCTH_2305288	0.449712227	0.035883537
MYCTH_2305292	0.16953133	0.236409578
MYCTH_2305293	0.177186037	0.636408223
MYCTH_101394	0.25624401	0.444282684
MYCTH_2315354	-0.034992192	0.729113484
MYCTH_2305305	0.269388368	0.072886351
MYCTH_67016	0.234966949	0.038771068
MYCTH_2305315	0.230549783	0.159337273
MYCTH_2305316	-0.875766446	0.380568297
MYCTH_2305317	-0.049098389	0.877406195
MYCTH_2118610	-0.007763083	0.949810738
MYCTH_2060581	#N/A	#N/A
MYCTH_2062106	0	1
MYCTH_36895	1.618638916	0.185562107
MYCTH_2062582	-0.367721875	0.179097241
MYCTH_48804	0.090819283	0.911460785
MYCTH_2305327	0.267516913	0.094294719
MYCTH_2305328	-0.396497002	0.374235351
MYCTH_93648	-0.519876571	0.456881816
MYCTH_2305331	-0.162265207	0.256602842
MYCTH_2305333	0.443629206	0.009672233
MYCTH_2305336	-0.239626649	0.30330847
MYCTH_2305337	0.663900087	0.078166128
MYCTH_2127191	0.32190352	0.698983367
MYCTH_2305340	-0.779568063	5.42726E-05
MYCTH_2305342	-0.244884672	0.284303647
MYCTH_111377	0.439641378	0.003184917
MYCTH_2127197	1.932152308	0.077923837
MYCTH_2305345	0.469074325	0.144219209
MYCTH_80312	5.132668846	3.99746E-58
MYCTH_t86	0	1
MYCTH_2305349	-0.275353877	0.223003099
MYCTH_2305350	0.262314548	0.142392016
MYCTH_50083	-1.715281908	7.04452E-29
MYCTH_2305356	0.235571572	0.383245625
MYCTH_2305357	2.616889661	1.53744E-09
MYCTH_80304	1.768018658	8.0513E-22
MYCTH_t89	0	1
MYCTH_2134354	0.34611373	0.427974797
MYCTH_2037651	#N/A	#N/A
MYCTH_66978	-2.964189233	0.156671453
MYCTH_80299	#N/A	#N/A
MYCTH_2061412	#N/A	#N/A
MYCTH_2305366	-3.837638511	7.19203E-07
MYCTH_2043664	-0.697068645	0.559251317
MYCTH_2080506	0.204719675	0.146537154
MYCTH_2305371	-0.823148417	0.000133724
MYCTH_2305375	0.06410952	0.787476198
MYCTH_2305377	2.494698646	2.94228E-10
MYCTH_2305379	0.928761918	0.008840644
MYCTH_2305381	-1.581080698	0.0504105
MYCTH_2305382	0.397145157	0.023055896
MYCTH_2060238	-0.765658484	0.034121082
MYCTH_2110542	1.235570222	0.693863059
MYCTH_2110543	-0.154776415	0.946980291
MYCTH_2093133	-0.043392896	0.847159226
MYCTH_2305389	-0.664658142	0.140646083
MYCTH_2305390	1.773773022	0.03406663
MYCTH_111372	1.013940263	0.073822571
MYCTH_80276	0.426079631	0.043219041
MYCTH_2305394	-0.539702055	0.038515167
MYCTH_2305395	-0.668139774	0.030019383
MYCTH_2305398	-0.334143967	0.439045811
MYCTH_t88	-1.664121487	0.534080347
MYCTH_2060403	0.586533773	0.612018538
MYCTH_80274	4.633168622	1.15636E-37
MYCTH_2305399	4.579257443	4.05924E-40
MYCTH_2305401	-0.040374405	0.953280293
MYCTH_2060712	-2.186605038	0.729499592
MYCTH_2305403	-0.228455902	0.627296341
MYCTH_50538	-1.770306224	0.84155949
MYCTH_101354	2.105903236	1.37364E-06
MYCTH_2305406	-0.027973527	0.895499044
MYCTH_2305407	0.427854495	0.03826511
MYCTH_2315372	-0.98317878	0.033215658
MYCTH_49355	-1.053127774	0.004132315
MYCTH_2110559	0.017047334	0.987723194
MYCTH_93602	-3.873839314	0.660595758
MYCTH_2118654	-0.797358396	0.201084292
MYCTH_2118655	-1.492969431	0.021139957
MYCTH_2305413	0.802029353	0.000296533
MYCTH_2305415	0.937501737	0.00466558
MYCTH_66924	0.98683456	0.280560014
MYCTH_2118656	-0.583762829	0.384097696
MYCTH_50286	0.045881899	0.975816808
MYCTH_2305417	0.292406588	0.866656296
MYCTH_2305418	0.887219253	0.102226862
MYCTH_101345	-0.791867755	0.147289127
MYCTH_2305420	0.134796503	0.806035407
MYCTH_2305421	1.720402567	0.111511375
MYCTH_2127263	0.577299175	0.447179525
MYCTH_2305422	-1.755782002	0.007524703
MYCTH_2110569	0	1
MYCTH_93590	-3.688302703	0.675951336
MYCTH_93589	0	1
MYCTH_2144007	1.772387257	3.95576E-11
MYCTH_2305424	0.837579724	7.90042E-10
MYCTH_2305427	0.717009722	0.001274129
MYCTH_93585	0.69032386	0.511043546
MYCTH_2118664	-2.973142006	0.3345138
MYCTH_2305429	0.316292939	0.282020443
MYCTH_2305433	1.268470359	5.12704E-07
MYCTH_2060085	1.774725587	0.25432178
MYCTH_2305436	0.747877812	0.012297081
MYCTH_2118668	-0.502389832	0.156704518
MYCTH_2305438	-1.002865148	0.100811314
MYCTH_2305439	-1.06516231	0.002039055
MYCTH_2127280	0.88896219	0.635815009
MYCTH_2305442	2.612671534	6.60977E-12
MYCTH_93575	1.305309727	0.208142729
MYCTH_2305443	1.850941903	0.059376138
MYCTH_80233	3.982613535	1.96181E-41
MYCTH_2305447	1.270149154	2.68941E-06
MYCTH_2305448	0.475250404	0.006318724
MYCTH_2127287	2.102875043	8.54017E-17
MYCTH_2305452	1.344656624	0.00014542
MYCTH_2305453	-0.186031338	0.428801182
MYCTH_2305454	1.344697943	1.04606E-05
MYCTH_80223	-0.652797717	0.08922184
MYCTH_2305455	-1.347254935	0.02125681
MYCTH_2305456	-0.154868085	0.604265364
MYCTH_2061275	0.855952435	0.038526317
MYCTH_2305458	1.593922363	1.31217E-11
MYCTH_2305460	-0.437463376	0.307756781
MYCTH_2305461	-0.388654239	0.126227329
MYCTH_2305464	5.199578962	9.12687E-50
MYCTH_2305468	1.780987466	7.35462E-12
MYCTH_2315383	1.575530036	2.31427E-05
MYCTH_2038764	0.080809654	0.942024249
MYCTH_2305470	-0.07549419	0.807481344
MYCTH_93554	0	1
MYCTH_2062163	2.127040505	0.040260165
MYCTH_101321	-0.451491474	0.389101597
MYCTH_2305498	-0.033989314	0.91042878
MYCTH_2139328	0.241051352	0.452756578
MYCTH_2305501	1.839024372	1.20141E-15
MYCTH_2118714	0.481775893	0.077100626
MYCTH_2061857	0.587164955	0.014252265
MYCTH_2305504	-0.155666313	0.546152647
MYCTH_2305506	0.439218537	0.007287843
MYCTH_2305507	-0.420618986	0.005056931
MYCTH_2305509	-1.216376989	1.16387E-05
MYCTH_2305512	-0.843105586	0.000814534
MYCTH_2305513	-0.069654646	0.728231182
MYCTH_2305515	0.635745561	0.004549929
MYCTH_2080603	-0.28557359	0.145832843
MYCTH_2305519	0.648063704	0.000861656
MYCTH_2305522	1.259140975	1.16475E-07
MYCTH_49824	3.057194806	4.92379E-09
MYCTH_49210	-0.425440741	0.573002869
MYCTH_33039	-1.44514858	0.190805305
MYCTH_93534	-5.191396606	0.066336754
MYCTH_2059965	0.446762302	0.626201983
MYCTH_2060315	0.089430346	0.913236326
MYCTH_2305529	0.742785011	0.002511073
MYCTH_2305531	3.689155841	3.78058E-43
MYCTH_2110630	1.708115659	0.183417364
MYCTH_115501	4.298443375	6.0124E-99
MYCTH_2305543	-0.379680157	0.005775913
MYCTH_2305546	0.634862106	0.000788883
MYCTH_2305551	2.557183191	3.53139E-17
MYCTH_2110635	-1.528736057	0.212467697
MYCTH_2127338	1.748454835	0.084581282
MYCTH_50608	-0.964558204	0.078992715
MYCTH_2315393	-0.531618878	0.436624794
MYCTH_2305555	-0.751293635	0.000292466
MYCTH_2305556	-0.980785081	0.000132384
MYCTH_50523	-0.052857561	0.824564769
MYCTH_50820	1.781689994	2.4092E-09
MYCTH_2305566	1.518093118	0.100819839
MYCTH_2060437	1.67444806	3.51373E-05
MYCTH_33003	0.263343485	0.660786993
MYCTH_2060709	-1.209520989	0.000662264
MYCTH_2305568	3.341449776	2.94118E-58
MYCTH_2061852	1.432209295	3.1688E-06
MYCTH_2305570	2.855220505	2.62646E-07
MYCTH_2040748	0.429322806	0.114378128
MYCTH_2305573	1.649520198	5.74816E-05
MYCTH_2305575	0.638943473	2.16114E-08
MYCTH_2305576	-0.429739104	0.003525903
MYCTH_2060442	0.048413089	0.841706166
MYCTH_49393	0.714834923	0.098102779
MYCTH_2110651	-0.699514307	0.361403013
MYCTH_2060065	0.584484707	0.15694226
MYCTH_2110653	0.692720119	0.571935791
MYCTH_2061987	-0.277324716	0.75492278
MYCTH_2127358	-0.113276364	0.671816485
MYCTH_2305582	-0.32524213	0.158872178
MYCTH_2305584	0.029251738	0.916608082
MYCTH_2305586	1.196291999	5.44529E-07
MYCTH_2127362	-0.211268689	0.666666673
MYCTH_2305589	-0.318261906	0.245787726
MYCTH_2305590	-0.41866794	0.058667238
MYCTH_2305591	-0.838115203	0.050984542
MYCTH_2305592	-0.342210494	0.219508845
MYCTH_2305594	-0.772449849	0.000489658
MYCTH_2305597	-0.307700731	0.208148251
MYCTH_2305598	-0.169419433	0.644937279
MYCTH_2305599	1.384868752	0.110382607
MYCTH_2134407	2.585073303	2.32758E-24
MYCTH_80168	#N/A	#N/A
MYCTH_2305600	-0.210618794	0.169776159
MYCTH_2118744	-0.754939846	0.284679789
MYCTH_50908	0	1
MYCTH_2060218	2.890691332	0.744570246
MYCTH_93495	-0.300622716	0.626895374
MYCTH_80161	-0.09260764	0.62153399
MYCTH_66804	2.775021584	2.60232E-28
MYCTH_2110669	-0.938121522	0.370284925
MYCTH_2305608	1.807740519	1.82399E-08
MYCTH_50705	2.231035369	1.08469E-06
MYCTH_2305611	1.247194718	8.60468E-06
MYCTH_2305613	1.062510367	0.000466177
MYCTH_2305614	0.588141506	0.00137591
MYCTH_2118751	1.232866977	2.14263E-06
MYCTH_2305618	-0.142309518	0.773447316
MYCTH_2305619	1.02782837	0.005437085
MYCTH_2305621	-0.618178102	0.000369884
MYCTH_2060942	0.034083463	0.897687815
MYCTH_2305625	-0.583812325	0.362954581
MYCTH_101261	-0.309237896	0.664223458
MYCTH_2110682	-1.757924244	0.211569484
MYCTH_2305628	-4.261414587	0.001627735
MYCTH_2061639	-7.670343965	4.92159E-12
MYCTH_107295	0.100539015	0.745138872
MYCTH_2305631	0.666833421	0.021052959
MYCTH_2049011	-4.008915371	0.001691176
MYCTH_2127404	0.704888323	0.022841986
MYCTH_2305633	-2.184723299	0.001254162
MYCTH_50396	-6.523677076	0.000799113
MYCTH_2118764	-0.989785889	0.148195658
MYCTH_2118765	-1.122970417	0.390282145
MYCTH_2305635	-5.66695243	8.50014E-06
MYCTH_2127410	-3.444017483	0.012548777
MYCTH_2305637	-0.822659144	0.375073504
MYCTH_2305640	-0.676694566	0.00834224
MYCTH_2060683	0.521069687	0.309741559
MYCTH_2305642	-0.394208956	0.065745972
MYCTH_t87	0.398757024	0.867359583
MYCTH_66783	2.969230361	6.47691E-29
MYCTH_2305652	3.560096448	3.31254E-33
MYCTH_2315403	-0.248872711	0.331128853
MYCTH_2305657	-0.469829845	0.034506929
MYCTH_2305667	-0.475292449	0.018019038
MYCTH_2305668	-0.302332403	0.058985151
MYCTH_2305669	1.196139095	3.0994E-09
MYCTH_2118778	-0.365742313	0.80331162
MYCTH_2305675	-0.677922901	0.000205032
MYCTH_2118780	-0.476814559	0.049783931
MYCTH_2305679	0.250509204	0.277351886
MYCTH_2305680	-0.429208881	0.008300588
MYCTH_2305681	-0.221681835	0.06855919
MYCTH_2305684	0.08895287	0.606777222
MYCTH_2305685	-0.106484154	0.678116113
MYCTH_2305688	0.57422719	0.011552794
MYCTH_2305689	0.641955096	0.037103716
MYCTH_49700	0.719822284	0.519381227
MYCTH_2110715	3.712186514	0.142810283
MYCTH_2315408	-0.172053574	0.653205091
MYCTH_2305695	0.502946027	0.014033872
MYCTH_2305697	0.5727699	0.019674806
MYCTH_2134429	0.043943251	0.808961088
MYCTH_111331	0.681862612	1.43788E-06
MYCTH_80109	0.047282021	0.807509831
MYCTH_80104	0.663337561	0.001466479
MYCTH_2305708	0.547611807	0.532890381
MYCTH_2305709	2.39740635	3.73773E-17
MYCTH_101224	1.64154727	0.053565995
MYCTH_2118798	-0.048708539	0.968117113
MYCTH_2305715	-0.735363474	0.045732577
MYCTH_101222	-0.926308875	0.609656361
MYCTH_2305716	0.370705403	0.214081723
MYCTH_50515	1.610664645	0.586644344
MYCTH_2305718	1.278253761	5.56779E-12
MYCTH_2110729	2.416448645	0.128824869
MYCTH_2118800	#N/A	#N/A
MYCTH_2110731	2.681903855	0.13500907
MYCTH_2064798	-1.960727923	0.174697393
MYCTH_2305722	-0.274952334	0.516702459
MYCTH_2305724	-0.234165367	0.272144225
MYCTH_2127454	-0.4079862	0.060847623
MYCTH_2305728	1.497492843	2.67525E-10
MYCTH_2127456	-0.00038597	0.99971617
MYCTH_2093327	0.431328428	0.049225007
MYCTH_2305732	1.484673887	2.45005E-09
MYCTH_103032	2.580419183	6.20599E-20
MYCTH_2305738	6.240925257	5.75094E-08
MYCTH_2305739	-2.386310784	3.605E-17
MYCTH_2305741	-0.674912212	0.187304348
MYCTH_2305742	-0.256180112	0.673848133
MYCTH_2305743	1.024808807	6.49218E-05
MYCTH_2065222	0.421658929	0.71638522
MYCTH_83051	0.188595237	0.253690205
MYCTH_2305746	0.310251207	0.232999258
MYCTH_2305747	-0.861212644	0.004073178
MYCTH_103025	-0.863815226	0.000151761
MYCTH_83048	0.516874261	0.00048142
MYCTH_t99	2.948119676	0.151947895
MYCTH_2305754	2.389513864	1.75819E-35
MYCTH_103022	-0.58489341	0.821638952
MYCTH_2110752	-7.166878984	8.90876E-07
MYCTH_2305757	0.149239683	0.49194966
MYCTH_2305759	-0.27692332	0.553009609
MYCTH_83041	1.299494575	1.28706E-07
MYCTH_83040	-1.413176072	5.39946E-37
MYCTH_2127482	0.091685901	0.504115232
MYCTH_2305769	-0.272099017	0.359852271
MYCTH_2305770	3.011843103	2.8058E-21
MYCTH_2305771	0.046644857	0.9522865
MYCTH_t100	#N/A	#N/A
MYCTH_108416	0.192333982	0.298722593
MYCTH_2305783	0.34674508	0.12765396
MYCTH_83025	-0.715325125	0.000157549
MYCTH_2305791	0.00429914	0.979303786
MYCTH_2305792	-0.116738255	0.847167047
MYCTH_2305794	-1.966378774	0.014053035
MYCTH_2305795	-0.058650563	0.842712664
MYCTH_83019	2.28180089	1.54208E-17
MYCTH_95427	1.751380242	1.1625E-11
MYCTH_2305804	0.132481108	0.537483341
MYCTH_52068	1.191136695	0.228036683
MYCTH_2305805	0.516901797	0.496796575
MYCTH_2305806	0.213469754	0.344205279
MYCTH_2305807	-1.223309976	0.367477916
MYCTH_2305808	0.095449917	0.718094036
MYCTH_2305811	-0.442242225	0.007628235
MYCTH_2305813	1.234520432	5.77296E-11
MYCTH_2305814	0.466314825	0.438980829
MYCTH_51742	0.058495467	0.71853946
MYCTH_2305819	0.434992393	0.090696075
MYCTH_2118844	2.375585233	0.000128651
MYCTH_2118845	3.182793154	8.63042E-10
MYCTH_2315428	0.906449696	0.00164675
MYCTH_95413	-0.331561115	0.584231525
MYCTH_95412	0.198057622	0.8413851
MYCTH_102997	0.126722799	0.899918231
MYCTH_108407	1.347623533	4.14969E-05
MYCTH_2036724	-0.66251586	0.428612426
MYCTH_116603	-1.534097119	0.017896843
MYCTH_2305828	0.377217159	0.042022548
MYCTH_2315429	0.785234169	2.8537E-09
MYCTH_2064545	1.821683369	2.26787E-27
MYCTH_2045079	-1.317308755	0.188195622
MYCTH_2041611	-1.713942355	0.008215813
MYCTH_2127519	-2.255591793	0.185229078
MYCTH_2305838	1.56716928	0.000195952
MYCTH_52839	0.285715015	0.411030788
MYCTH_2305841	0.272638828	0.206775544
MYCTH_69999	-2.309823627	0.730028846
MYCTH_2127524	0	1
MYCTH_2064311	0	1
MYCTH_82995	0.701852126	0.01179803
MYCTH_95399	-1.301375198	0.870602381
MYCTH_2065250	#N/A	#N/A
MYCTH_69995	0	1
MYCTH_95398	#N/A	#N/A
MYCTH_2305843	-0.332304017	0.358871085
MYCTH_2305846	0.168659033	0.257768457
MYCTH_2305849	0.266466763	0.063567389
MYCTH_t101	0.949308087	0.509406368
MYCTH_102985	0.470397987	0.007476933
MYCTH_2065457	-1.634419527	0.544368439
MYCTH_51627	1.552019524	0.16852405
MYCTH_95391	1.38786121	0.269232364
MYCTH_2134461	-0.171865728	0.682372632
MYCTH_2305857	-0.99438606	0.001007352
MYCTH_2305858	-1.282738655	0.002193718
MYCTH_2305861	0.651493373	0.001474442
MYCTH_2305865	0.277992391	0.078261411
MYCTH_2305868	-0.167933328	0.622126432
MYCTH_2305870	1.073906421	0.000411216
MYCTH_102977	2.515400983	7.99903E-34
MYCTH_82981	0.558553463	0.000132163
MYCTH_69975	0.180686655	0.435590868
MYCTH_2305878	-0.18499592	0.339850627
MYCTH_2305882	0.875253908	0.035277501
MYCTH_2305886	-0.245476134	0.267589772
MYCTH_2305890	-1.009371126	0.000902226
MYCTH_2305891	-0.496143878	0.569778178
MYCTH_102971	0.341696525	0.284141131
MYCTH_2127554	-0.05521298	0.843148394
MYCTH_52332	2.507424648	5.33168E-08
MYCTH_2315436	1.180688679	2.22542E-17
MYCTH_2305903	0.074215146	0.766046489
MYCTH_2065718	0.156229089	0.519543489
MYCTH_102965	2.327638462	1.82022E-16
MYCTH_52514	2.296072998	3.74793E-11
MYCTH_2305912	1.152987847	0.003852208
MYCTH_108391	-0.524256497	0.509884941
MYCTH_53905	-1.403788801	0.071311786
MYCTH_2134470	0.571396033	4.87682E-05
MYCTH_2305924	-0.067356536	0.879711313
MYCTH_2305926	0.333472997	0.132710409
MYCTH_69953	1.017087306	2.81346E-05
MYCTH_2305929	0.622594401	6.3878E-05
MYCTH_2305931	-0.249894697	0.382524085
MYCTH_2139409	-0.117916084	0.359379055
MYCTH_2080800	-0.061403139	0.758756939
MYCTH_2305937	0.198598188	0.262062214
MYCTH_t102	1.181800618	0.299340951
MYCTH_112025	0.913264576	4.76964E-06
MYCTH_2305943	-1.040596318	0.254707855
MYCTH_2064750	#N/A	#N/A
MYCTH_2305949	-0.244521354	0.539911697
MYCTH_2305950	0.764450594	0.002544867
MYCTH_52807	-3.421495182	0.080762753
MYCTH_2305952	1.636450913	3.30235E-09
MYCTH_2127585	#N/A	#N/A
MYCTH_2305956	0.172587129	0.323038527
MYCTH_2110837	0.460216661	0.04142657
MYCTH_2305962	-1.872756343	0.006085697
MYCTH_2065690	-0.167587307	0.490812493
MYCTH_2110839	-0.342127904	0.489370663
MYCTH_2305964	-2.790427613	0.052893704
MYCTH_2064803	1.708439916	0.001013857
MYCTH_2305966	0.169497552	0.529650164
MYCTH_2305972	-0.712444776	4.99071E-05
MYCTH_102943	0.045973066	0.900083097
MYCTH_t103	1.74530156	0.745343277
MYCTH_2305976	0.038468652	0.847260742
MYCTH_2080826	-0.300262495	0.52982314
MYCTH_t104	-0.443649545	0.924070003
MYCTH_t130	-1.408037475	0.873850912
MYCTH_2305977	-0.761943011	0.302372115
MYCTH_2063115	#N/A	#N/A
MYCTH_2305978	2.472492991	2.42204E-19
MYCTH_95335	1.051292191	0.011618397
MYCTH_2305979	0.284657275	0.197972024
MYCTH_t129	0	1
MYCTH_2305981	1.044097347	6.68039E-05
MYCTH_2063204	0.015561966	0.986561135
MYCTH_2037656	1.730117728	7.21847E-06
MYCTH_2305985	0.150612553	0.455776021
MYCTH_2063555	2.688930934	1.51599E-05
MYCTH_2305988	1.062848706	0.010405189
MYCTH_2305992	4.319682504	1.75777E-43
MYCTH_2305993	3.411457396	2.84049E-29
MYCTH_53804	-0.423870474	0.579851635
MYCTH_t105	0	1
MYCTH_2315449	-0.032238716	0.786533123
MYCTH_t106	#N/A	#N/A
MYCTH_2306000	0.916451425	1.37292E-07
MYCTH_51515	0.469457029	0.256294244
MYCTH_2306004	-0.475876494	0.00980733
MYCTH_2306006	0.861309717	0.535980154
MYCTH_2306007	1.093433508	1.51085E-06
MYCTH_2064349	1.415123205	1.47657E-09
MYCTH_2315454	-0.09610694	0.585525248
MYCTH_112014	1.371626935	4.4749E-10
MYCTH_2064870	-0.771903193	0.045104379
MYCTH_2306018	-1.110742072	6.46631E-10
MYCTH_2306019	-0.462966658	0.014199934
MYCTH_2306020	0.559702835	0.066378113
MYCTH_2306025	2.578682442	7.95445E-17
MYCTH_2306027	-1.291794174	0.021400003
MYCTH_16301	-1.988311349	1.09061E-14
MYCTH_2306028	-0.247888972	0.275730565
MYCTH_2306029	0.209619496	0.159403212
MYCTH_2306031	-1.921212231	0.098301679
MYCTH_2306032	-0.17677013	0.73951593
MYCTH_2306033	0.260756256	0.470918866
MYCTH_2306035	0.196730116	0.309596489
MYCTH_2306036	-0.982730515	7.58589E-11
MYCTH_2306038	0.423896239	0.007659046
MYCTH_2306041	-0.406040652	0.330666542
MYCTH_2306042	0.68503668	0.140178428
MYCTH_2306043	-0.090473242	0.681154087
MYCTH_2306044	0.878513194	0.00025711
MYCTH_2306045	-0.818539595	0.088040101
MYCTH_2306048	-1.517332755	0.000125269
MYCTH_2315462	-0.343176059	0.151289513
MYCTH_116553	1.123533894	6.53609E-10
MYCTH_69854	1.479713521	0.665972541
MYCTH_2306052	-0.569642625	0.460376035
MYCTH_2063030	0.39766459	0.073590678
MYCTH_2306054	0.02547208	0.919208992
MYCTH_2306056	0.293564166	0.120539014
MYCTH_2306057	1.105402556	0.304460505
MYCTH_2118950	-0.922864029	0.119643997
MYCTH_95293	1.010604924	0.011860219
MYCTH_t107	-1.407630471	0.873887071
MYCTH_2306062	1.270040081	0.012429929
MYCTH_2306063	0.656169236	0.012979482
MYCTH_2110896	2.420158521	0.450165267
MYCTH_2306064	0.848066497	0.005374304
MYCTH_2127657	-1.382545878	0.184918944
MYCTH_2306068	-0.57190268	0.003179017
MYCTH_2306070	-0.42351679	0.029292276
MYCTH_2306072	-0.396531454	0.031789265
MYCTH_2080893	0.818411211	0.000380616
MYCTH_2306078	-0.246183789	0.604007643
MYCTH_2065658	-0.798851432	0.200033169
MYCTH_2127665	-2.181829147	0.201834534
MYCTH_2306081	-0.316540125	0.034284427
MYCTH_2306082	-0.094056889	0.629745207
MYCTH_2306085	-0.823964801	0.002299696
MYCTH_95278	-0.262078512	0.399908053
MYCTH_2306087	-2.426318895	1.94383E-17
MYCTH_2127673	-0.075007446	0.79211032
MYCTH_2110911	-0.452526202	0.486997752
MYCTH_2306093	0.196789637	0.204498688
MYCTH_2306097	0.802766664	0.031329921
MYCTH_2306098	-0.011224873	0.96641335
MYCTH_95272	-0.250537926	0.56315094
MYCTH_2306100	1.071831419	1.8435E-06
MYCTH_2127683	0.367625031	0.283649764
MYCTH_2306101	0.984647187	1.8527E-05
MYCTH_2306103	-0.241522185	0.232837117
MYCTH_2315464	0.740311461	0.00181286
MYCTH_2063631	0.079498199	0.907875066
MYCTH_2306107	0.401542308	0.000626172
MYCTH_2127689	1.803258913	2.07546E-06
MYCTH_2306112	0.304585915	0.121620446
MYCTH_2306113	1.88109043	9.94555E-06
MYCTH_53112	0.827965719	0.00132352
MYCTH_102878	-0.136557402	0.733953863
MYCTH_95259	0	1
MYCTH_2023245	0	1
MYCTH_2306119	0.139494423	0.523041044
MYCTH_2306121	-0.382114747	0.346739971
MYCTH_2065257	0.962667204	0.421638253
MYCTH_53171	-1.685850875	0.020526772
MYCTH_2306123	-0.815500305	0.000245078
MYCTH_2306125	0.022513012	0.919372397
MYCTH_2306127	-0.006601764	0.97884065
MYCTH_2306128	0.090676572	0.769531219
MYCTH_2110936	0.13516607	0.887879733
MYCTH_2064932	0.565106852	0.088975572
MYCTH_102871	-0.254988831	0.477975994
MYCTH_2306135	0.291232179	0.141246872
MYCTH_2306136	-0.568867471	0.048715096
MYCTH_51992	-0.697025471	0.271062831
MYCTH_2306137	-0.313831986	0.030552476
MYCTH_52645	-0.511026736	0.019610755
MYCTH_2306141	-0.034121207	0.814410304
MYCTH_2306143	0.633520915	0.03572417
MYCTH_2306147	0.353584414	0.070746125
MYCTH_2306148	-0.786205763	0.002441177
MYCTH_2306149	-0.23101794	0.461965154
MYCTH_2306150	1.999945234	9.69706E-05
MYCTH_2315477	0.817084121	6.66423E-06
MYCTH_2306154	-0.777551458	0.256543197
MYCTH_2306155	-0.274274247	0.362743544
MYCTH_95235	0.21313438	0.7661276
MYCTH_2306157	-0.171830419	0.39221312
MYCTH_2306158	0.440679493	0.011797539
MYCTH_95232	-3.649286471	0.086482306
MYCTH_52064	3.254299791	6.16378E-21
MYCTH_69778	0	1
MYCTH_2064957	0.213418646	0.811773038
MYCTH_2119011	-2.707598576	8.83922E-05
MYCTH_2306161	-0.261694769	0.28352644
MYCTH_2306164	1.49695662	1.93054E-07
MYCTH_95226	1.799928329	3.46523E-16
MYCTH_52735	0.723071992	0.003870922
MYCTH_95224	-1.186316026	0.893696889
MYCTH_95223	-1.398924978	0.357863961
MYCTH_95222	#N/A	#N/A
MYCTH_15789	-0.604356881	0.345575387
MYCTH_2306173	-0.096002022	0.594648521
MYCTH_2093591	-0.928473568	1.34595E-05
MYCTH_2306177	0.060440694	0.705332687
MYCTH_102849	-0.00143671	0.998820082
MYCTH_2119021	-0.170287182	0.741784427
MYCTH_2306178	0.34807108	0.098233062
MYCTH_2306180	0.603083799	0.007254779
MYCTH_2306182	0.982058051	0.169115764
MYCTH_2306185	0.747624961	0.011123113
MYCTH_2064854	-1.663061619	4.10739E-05
MYCTH_82782	-0.516393737	0.216046205
MYCTH_11658	0.413286378	0.474865579
MYCTH_108317	2.280430105	0.000101175
MYCTH_69746	-0.779784741	0.095633536
MYCTH_82772	-0.065933384	0.884894593
MYCTH_108314	-0.410599454	0.079885386
MYCTH_t108	2.084419105	0.812780059
MYCTH_2127750	0.582174878	0.044906695
MYCTH_2306196	0.768660257	0.001542599
MYCTH_2064480	0.596478156	0.15099332
MYCTH_2306198	0.340069713	0.103258019
MYCTH_2127753	0.294062064	0.644561005
MYCTH_2306200	1.060994199	0.002756407
MYCTH_2306203	-0.55710509	0.108486674
MYCTH_52496	-1.365111542	2.02275E-10
MYCTH_2306208	1.120997272	1.76464E-05
MYCTH_2306209	1.000279366	0.005631616
MYCTH_2110987	0.690430411	0.2172232
MYCTH_36130	0	1
MYCTH_t128	-2.009393201	0.820371399
MYCTH_2306212	0.374135803	0.326775023
